,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
7604,U001,0200418007,AM us,2020-05-12 07:12:07.000000000,2020.0,1930822111.0,2020-04-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,NAA8,50446.08,0-15
7605,U001,0200772595,SAFEW associates,2020-03-17 11:07:12.484375000,2020.0,1930584645.0,2020-02-29 00:00:00.000000000,2020-03-15 00:00:00.000000000,2020-02-29 00:00:00.000000000,NAA8,163050.24,0-15
7606,U001,0200707822,PUBLI us,2020-04-07 09:01:13.031250000,2020.0,1930683757.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAA8,83447.41,0-15
7607,U001,0200769623,WAL-MAR systems,2020-05-08 06:05:23.326171875,2020.0,1930818903.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAH4,61297.39,0-15
7608,U001,0200508557,FOODL llc,2020-03-18 18:20:49.515625000,2020.0,1930565471.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAA8,3782.52,0-15
7609,U001,0200792734,MDV/ in,2020-05-05 02:34:15.875000000,2020.0,1930797674.0,2020-04-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAA8,25161.59,0-15
7610,U001,0200772670,ASSOCIAT co,2020-05-05 16:37:30.773437500,2020.0,1930800843.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAU5,20386.48,0-15
7611,U001,0200759878,SA associates,2020-04-05 23:37:28.250000000,2020.0,1930668118.0,2020-03-20 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAH4,34649.91,0-15
7612,U001,CCU002,KRFT FDS corporation,2020-05-03 11:38:10.750000000,2020.0,1930687809.0,2020-03-27 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAG2,87296.6,0-15
7613,U001,0200769623,WAL-MAR ,2020-03-21 20:39:11.148437500,2020.0,1930621917.0,2020-03-08 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-08 00:00:00.000000000,NAH4,16206.09,Negatives
7614,U001,0100031704,DELHAIZE associates,2020-03-22 07:06:29.062500000,2020.0,1930604647.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAA8,82309.01,0-15
7615,U001,0200078795,H T H associates,2020-04-09 18:37:33.468750000,2020.0,1930701335.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,529.38,0-15
7616,U001,0200726979,BJ'S  in,2020-05-20 10:49:13.250000000,2020.0,1930859307.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAA8,893.14,0-15
7617,U001,0200793513,KROGER llc,2020-04-04 15:12:17.609375000,2020.0,1930666871.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,152518.48,0-15
7618,U001,0200771157,WEIS systems,2020-04-12 20:03:55.281250000,2020.0,1930703407.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,669.42,0-15
7619,U001,0200707822,PUBLI trust,2020-03-17 05:18:23.531250000,2020.0,1930583146.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAA8,112402.01,0-15
7620,CA02,0140105686,SYSC in,2020-04-13 13:48:40.187500000,2020.0,2960621190.0,2020-03-18 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-27 00:00:00.000000000,CA10,7526.015,0-15
7621,U001,0200769623,WAL-MAR co,2020-04-15 12:10:37.851562500,2020.0,1930726675.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAH4,16064.57,Negatives
7622,U001,200744019,TARG ,2020-04-09 12:20:32.281250000,2020.0,1930675177.0,2020-03-22 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-22 00:00:00.000000000,NAA8,7769.0,0-15
7623,U001,0200769623,WAL-MAR ,2020-04-15 16:26:23.187500000,2020.0,1930732071.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAH4,52273.75,Negatives
7624,U001,0200759878,SA corp,2020-04-17 00:27:49.128906250,2020.0,1930729017.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAH4,12668.17,0-15
7625,U001,0200759878,SA corp,2020-03-28 02:20:35.240234375,2020.0,1930638168.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAH4,31705.47,0-15
7626,CA02,140106408,WAL-M in,2020-04-21 08:28:05.000000000,2020.0,2960623568.0,2020-03-26 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-26 00:00:00.000000000,CA10,619.829,16-30
7627,U001,200769623,WAL-MAR ,2020-05-25 18:12:38.960937500,2020.0,1930892518.0,2020-05-12 00:00:00.000000000,2020-05-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,NAH4,1518.56,Negatives
7628,U001,0200915438,GROC foundation,2020-05-04 11:13:33.968750000,2020.0,1930779654.0,2020-04-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAA8,13805.96,0-15
7629,U001,0200769623,WAL-MAR ,2020-04-25 20:39:11.148437500,2020.0,1930777738.0,2020-04-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-12 00:00:00.000000000,NAH4,9561.87,Negatives
7630,U001,0200148860,DOLLA ,2020-05-12 08:22:14.015625000,2020.0,1930632840.0,2020-03-11 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAGD,1297.04,Negatives
7631,U001,0200230690,DECA foundation,2020-04-23 18:53:48.091796875,2020.0,1930739976.0,2020-04-03 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAM4,146.52,Negatives
7632,U001,0200769623,WAL-MAR foundation,2020-03-26 17:57:41.156250000,2020.0,1930641619.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAH4,16861.3,Negatives
7633,U001,0200769623,WAL-MAR trust,2020-04-06 09:08:24.812500000,2020.0,1930675963.0,2020-03-22 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-22 00:00:00.000000000,NAH4,50141.95,0-15
7634,U001,0200762301,C&S WH co,2020-05-06 00:41:33.289062500,2020.0,1930803119.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAC6,144162.13,0-15
7635,U001,0200769623,WAL-MAR associates,2020-04-06 18:23:18.804687500,2020.0,1930686800.0,2020-03-22 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-22 00:00:00.000000000,NAH4,13823.96,0-15
7636,CA02,0140104409,LOB corporation,2020-05-18 09:37:02.656250000,2020.0,2960632041.0,2020-05-04 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-08 00:00:00.000000000,CA10,10112.654999999999,0-15
7637,U001,CCU013,KRAFT F foundation,2020-04-29 06:24:34.000000000,2020.0,1930657230.0,2020-03-20 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAX2,12439.77,31-45
7638,U001,0200744019,TARG ,2020-05-12 12:20:32.281250000,2020.0,1930814361.0,2020-04-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,NAA8,13801.06,0-15
7639,U001,0100015557,BI trust,2020-03-27 07:55:56.843750000,2020.0,1930656066.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAA8,9573.79,Negatives
7640,U001,0200762301,C&S WH corporation,2020-04-28 02:41:57.328125000,2020.0,1930781320.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAC6,98430.22,Negatives
7641,U001,0200769623,WAL-MAR trust,2020-04-18 08:28:07.375000000,2020.0,1930744334.0,2020-04-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAH4,58007.82,Negatives
7642,U001,0100036066,GROC trust,2020-04-25 09:10:35.015625000,2020.0,1930764409.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,36340.61,0-15
7643,U001,200936373,SUPE in,2020-05-19 16:14:07.601562500,2020.0,1930851673.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAA8,89588.52,0-15
7644,U001,0200769623,WAL-MAR ,2020-05-03 21:28:48.515625000,2020.0,1930796966.0,2020-04-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,NAH4,10315.02,0-15
7645,U001,0200762301,C&S WH ,2020-05-19 16:48:54.656250000,2020.0,1930858732.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAC6,34170.77,Negatives
7646,U001,0200769623,WAL-MAR systems,2020-05-08 08:43:49.068359375,2020.0,1930818497.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAH4,48810.35,0-15
7647,U001,0200712187,SPAR corporation,2020-04-03 12:35:17.015625000,2020.0,1930662193.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,37554.38,0-15
7648,U001,200726979,BJ'S  trust,2020-04-03 13:24:17.890625000,2020.0,1930669508.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAA8,99.54,0-15
7649,U001,0200700919,US  systems,2020-03-18 23:04:23.187500000,2020.0,1930592467.0,2020-03-02 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAA8,77328.16,0-15
7650,U001,0200769623,WAL-MAR trust,2020-05-14 17:32:16.531250000,2020.0,1930842569.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAH4,1085.08,Negatives
7651,U001,0200418007,AM in,2020-07-04 23:40:49.281250000,2020.0,1930842496.0,2020-05-04 00:00:00.000000000,2020-07-08 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAGD,53289.6,Negatives
7652,U001,0200759878,SA corp,2020-04-09 21:48:16.828125000,2020.0,1930686418.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAH4,14631.34,0-15
7653,U001,0200769623,WAL-MAR corporation,2020-05-08 08:14:02.255859375,2020.0,1930810931.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAH4,13065.2,0-15
7654,U001,0200275115,SHAWS  corporation,2020-04-22 13:02:44.609375000,2020.0,1930750994.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAA8,40611.38,0-15
7655,U001,200769623,WAL-MAR systems,2020-05-23 12:12:09.734375000,2020.0,1930884013.0,2020-05-10 00:00:00.000000000,2020-05-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,NAH4,731.9,Negatives
7656,U001,0200424504,M  foundation,2020-08-17 21:56:04.500000000,2020.0,1930857176.0,2020-05-05 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-05-15 00:00:00.000000000,NACH,933.13,Greatar than 60
7657,CA02,0140104429,COSTCO foundation,2020-04-04 07:20:49.312500000,2020.0,2960622518.0,2020-03-19 00:00:00.000000000,2020-03-29 00:00:00.000000000,2020-03-19 00:00:00.000000000,CA10,27009.114999999998,0-15
7658,U001,0100036066,GROC llc,2020-04-09 15:31:11.062500000,2020.0,1930655729.0,2020-03-22 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-22 00:00:00.000000000,NAA8,32712.8,0-15
7659,U001,0200769623,WAL-MAR trust,2020-04-05 04:08:14.250000000,2020.0,1930692534.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAH4,471.56,Negatives
7660,U001,0200769623,WAL-MAR co,2020-04-07 04:04:14.966796875,2020.0,1930687050.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAH4,71422.87,0-15
7661,U001,0200769623,WAL-MAR systems,2020-03-16 13:46:50.546875000,2020.0,1930587070.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAH4,7425.2,Negatives
7662,U001,0200759878,SA corp,2020-04-24 04:52:27.119140625,2020.0,1930768712.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAH4,13029.73,0-15
7663,U001,0200762301,C&S WH trust,2020-03-16 11:55:06.441406250,2020.0,1930584566.0,2020-03-02 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAC6,2111.84,Negatives
7664,U001,0200769623,WAL-MAR foundation,2020-03-17 17:06:54.695312500,2020.0,1930598411.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAH4,12967.56,Negatives
7665,CA02,0140104409,LOB ,2020-04-09 23:54:01.218750000,2020.0,2960621095.0,2020-03-18 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-27 00:00:00.000000000,CA10,57074.234,0-15
7666,U001,0200769623,WAL-MAR associates,2020-05-20 21:02:51.109375000,2020.0,1930874261.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAH4,19688.54,Negatives
7667,U001,0200257211,SUI corporation,2020-03-24 21:28:28.572265625,2020.0,1930606682.0,2020-03-05 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAD1,1808.16,Negatives
7668,U001,200769623,WAL-MAR llc,2020-04-19 04:31:08.859375000,2020.0,1930751668.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAH4,63374.49,Negatives
7669,U001,0200769623,WAL-MAR corp,2020-05-15 05:33:27.412109375,2020.0,1930838506.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAH4,10702.47,0-15
7670,U001,0200793568,SUPE ,2020-04-12 14:09:10.203125000,2020.0,1930707463.0,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAA8,356.29,0-15
7671,U001,0200418007,AM us,2020-05-10 15:34:24.031250000,2020.0,1930815462.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAA8,1641.56,0-15
7672,U001,0200739534,OK foundation,2020-04-12 00:36:18.562500000,2020.0,1930698431.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,11495.64,0-15
7673,U001,0200769623,WAL-MAR in,2020-03-20 11:23:07.625000000,2020.0,1930607445.0,2020-03-07 00:00:00.000000000,2020-03-22 00:00:00.000000000,2020-03-07 00:00:00.000000000,NAH4,16960.85,Negatives
7674,U002,0200978592,PLAZA corporation,2020-05-12 04:11:15.593750000,2020.0,1990571432.0,2020-04-02 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAG2,68442.18,0-15
7675,U001,CCU013,KRAFT F foundation,2020-04-21 06:04:52.500000000,2020.0,1930632970.0,2020-03-12 00:00:00.000000000,2020-03-12 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAX2,14577.36,31-45
7676,U001,0200706844,WINC corporation,2020-03-30 12:16:41.500000000,2020.0,1930635230.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAA8,61951.82,0-15
7677,U001,0200793513,KROGER systems,2020-03-26 11:53:34.195312500,2020.0,1930635474.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAA8,127044.98,0-15
7678,U001,0200707005,KING S llc,2020-05-09 15:38:26.500000000,2020.0,1930815027.0,2020-04-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,NAA8,129352.18,0-15
7679,U001,0200769623,WAL-MAR foundation,2020-04-08 11:55:30.500000000,2020.0,1930694471.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAH4,37273.56,0-15
7680,U001,0200794332,COST in,2020-03-20 01:33:42.359375000,2020.0,1930605215.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAAX,3002.55,Negatives
7681,U001,0200744019,TARG llc,2020-05-24 02:08:39.343750000,2020.0,1930868511.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAA8,10636.86,0-15
7682,U001,0200794332,COST co,2020-03-30 05:54:48.859375000,2020.0,1930649481.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAAX,26188.79,Negatives
7683,U001,0200704045,RA in,2020-04-06 06:38:07.093750000,2020.0,1930681879.0,2020-03-20 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAA8,34374.75,0-15
7684,U001,0200769623,WAL-MAR foundation,2020-04-27 17:45:41.867187500,2020.0,1930777791.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAH4,10077.65,Negatives
7685,U001,0200508557,FOODL corp,2020-04-23 23:34:03.109375000,2020.0,1930738993.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAA8,484.25,Negatives
7686,U001,0200778870,C ,2020-04-27 18:05:58.437500000,2020.0,1930765040.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,1042.7,0-15
7687,U001,0200761342,EL GR llc,2020-04-04 00:41:51.046875000,2020.0,1930675071.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAA8,387.2,Negatives
7688,U001,0200769623,WAL-MAR ,2020-04-08 14:10:25.070312500,2020.0,1930687847.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAH4,79198.13,0-15
7689,U001,CCCA02,KRAFT  in,2020-04-23 22:46:34.031250000,2020.0,1930661437.0,2020-03-18 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAG2,14151.51,0-15
7690,CA02,0140105847,GORDON F systems,2020-03-15 12:02:51.765625000,2020.0,2960618223.0,2020-03-02 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-03-04 00:00:00.000000000,CA10,15181.494999999997,0-15
7691,U001,0200761734,H E BUT in,2020-04-18 08:36:35.187500000,2020.0,1930760717.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAA8,39086.42,Negatives
7692,U001,0200126819,MCLANE systems,2020-05-28 13:48:46.625000000,2020.0,1930847254.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAA8,4679.94,0-15
7693,U001,0200769623,WAL-MAR trust,2020-05-16 11:44:54.109375000,2020.0,1930851350.0,2020-05-03 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,NAH4,2245.96,Negatives
7694,U001,0200720238,WOODM us,2020-04-24 15:41:00.703125000,2020.0,1930764312.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,20322.33,0-15
7695,CA02,0140104409,LOB co,2020-04-27 17:08:53.710937500,2020.0,2960627550.0,2020-04-09 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-17 00:00:00.000000000,CA10,72327.227,0-15
7696,U001,0100036538,DENVER in,2020-04-19 01:51:11.062500000,2020.0,1930733020.0,2020-04-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAA8,6540.48,Negatives
7697,U001,0200769623,WAL-MAR systems,2020-03-20 13:46:50.546875000,2020.0,1930619719.0,2020-03-07 00:00:00.000000000,2020-03-22 00:00:00.000000000,2020-03-07 00:00:00.000000000,NAH4,6532.6,Negatives
7698,U001,0200726979,BJ'S  ,2020-04-06 03:28:04.343750000,2020.0,1930687409.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,55.21,Negatives
7699,CA02,0140104429,COSTCO foundation,2020-05-02 23:58:13.593750000,2020.0,2960628539.0,2020-04-15 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-17 00:00:00.000000000,CA10,4679.57,0-15
7700,U001,0200820380,SMITH'S foundation,2020-04-04 10:30:08.656250000,2020.0,1930662018.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,11714.78,0-15
7701,U001,0200769623,WAL-MAR systems,2020-05-05 15:18:10.882812500,2020.0,1930803253.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAH4,16994.68,0-15
7702,U001,0200769623,WAL-MAR foundation,2020-05-17 15:21:42.648437500,2020.0,1930855265.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAH4,23159.91,Negatives
7703,U001,0200759878,SA ,2020-04-08 21:48:16.828125000,2020.0,1930685523.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAH4,5839.33,0-15
7704,U001,0100024776,PEA associates,2020-05-16 07:42:14.250000000,2020.0,1930733278.0,2020-04-07 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAG2,12012.37,0-15
7705,U001,0200794332,COST trust,2020-04-27 08:50:51.867187500,2020.0,1930774618.0,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAAX,8793.09,Negatives
7706,U001,200729290,KROGER ,2020-05-28 03:32:23.755859375,2020.0,1930897085.0,2020-05-13 00:00:00.000000000,2020-05-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,NAA8,2681.07,0-15
7707,U001,0200769623,WAL-MAR us,2020-03-17 04:57:08.125000000,2020.0,1930558780.0,2020-02-27 00:00:00.000000000,2020-03-13 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAH4,67122.17,0-15
7708,CA02,0140104429,COSTCO corporation,2020-03-18 21:09:51.421875000,2020.0,2960617699.0,2020-03-04 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-06 00:00:00.000000000,CA10,1540.966,0-15
7709,U001,0200769623,WAL-MAR associates,2020-04-09 15:40:59.820312500,2020.0,1930693487.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAH4,34650.21,0-15
7710,U001,0200769623,WAL-MAR llc,2020-04-20 00:09:56.625000000,2020.0,1930737066.0,2020-04-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-04-04 00:00:00.000000000,NAH4,61.29,0-15
7711,U001,0200769623,WAL-MAR systems,2020-05-20 12:00:57.750000000,2020.0,1930863032.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAH4,46150.53,Negatives
7712,U001,0200126819,MCLANE llc,2020-03-28 15:42:27.218750000,2020.0,1930624734.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAA8,17615.52,0-15
7713,U001,200705742,DOT co,2020-04-02 07:41:51.375000000,2020.0,1930686957.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,2587.51,Negatives
7714,CA02,0100030194,AMAZO in,2020-04-27 21:14:27.656250000,2020.0,2960625494.0,2020-04-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-13 00:00:00.000000000,CA10,4945.192,0-15
7715,U001,0200799342,MITCH corporation,2020-05-17 10:11:27.203125000,2020.0,1930855340.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAA8,13894.84,Negatives
7716,U001,200794332,COST corp,2020-04-02 11:20:28.640625000,2020.0,1930661020.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAAX,32715.47,0-15
7717,U001,0200769623,WAL-MAR trust,2020-04-08 04:08:14.250000000,2020.0,1930710811.0,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAH4,471.56,Negatives
7718,U001,0200772670,ASSOCIAT corp,2020-04-01 18:47:37.187500000,2020.0,1930655201.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAU5,127673.99,0-15
7719,U001,0200792734,MDV/ llc,2020-04-09 17:29:22.562500000,2020.0,1930675973.0,2020-03-20 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAA8,146033.91,0-15
7720,U001,0200704858,WAKE systems,2020-04-06 15:49:29.750000000,2020.0,1930671907.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAA8,22265.18,0-15
7721,U001,0200769623,WAL-MAR systems,2020-03-22 10:13:18.468750000,2020.0,1930624296.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAH4,72936.61,Negatives
7722,U001,200762301,C&S WH in,2020-04-03 01:08:31.859375000,2020.0,1930660645.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAC6,155700.17,0-15
7723,U001,0200793088,DEMOU foundation,2020-04-11 22:06:21.046875000,2020.0,1930687734.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAA8,15051.11,0-15
7724,U001,200769623,WAL-MAR corporation,2020-05-19 10:53:34.578125000,2020.0,1930860579.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAH4,2989.62,Negatives
7725,U001,0200744019,TARG corporation,2020-05-11 19:58:47.875000000,2020.0,1930816153.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAA8,4943.21,0-15
7726,U001,0200769623,WAL-MAR ,2020-04-09 13:54:33.632812500,2020.0,1930693583.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAH4,42118.01,0-15
